Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
central-perk-oversized-cropped-tee,,,,,,,,,l,,,,,,,,,500.0,shopify,2,deny,manual,640.00,799.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/Central_Perk_Oversized_Cropped_Tee-3.jpg?v=1755370986,3,Central Perk Regular Cropped Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
central-perk-oversized-cropped-tee,,,,,,,,,xl,,,,,,,,,500.0,shopify,2,deny,manual,640.00,799.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/Central_Perk_Oversized_Cropped_Tee-4.jpg?v=1755371269,4,Central Perk Regular Cropped Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
embrace-yourself-oversized-cropped-tee,Embrace yourself Oversized Cropped Tee,"<p>Embrace Yourself Oversized Cropped Tee – soft, breathable, and effortlessly stylish. Perfect for casual streetwear and layering.<br><br></p>
<ul>
<li data-start=""538"" data-end=""583"">
<p data-start=""540"" data-end=""583"">Material: 100% Cotton (soft &amp; breathable)</p>
</li>
<li data-start=""584"" data-end=""618"">
<p data-start=""586"" data-end=""618"">Fit: Oversized, cropped design</p>
</li>
<li data-start=""619"" data-end=""650"">
<p data-start=""621"" data-end=""650"">Neckline: Classic crew neck</p>
</li>
<li data-start=""651"" data-end=""676"">
<p data-start=""653"" data-end=""676"">Sleeve: Short sleeves</p>
</li>
<li data-start=""677"" data-end=""734"">
<p data-start=""679"" data-end=""734"">Styling: Ideal for casual wear or streetwear layering</p>
</li>
<li data-start=""735"" data-end=""778"">
<p data-start=""737"" data-end=""778"">Care: Machine wash cold, tumble dry low</p>
</li>
</ul>",TacT Lifestyle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"",neon,true,Size,s,product.metafields.shopify.size,,,,,,,,500.0,shopify,5,deny,manual,640.00,799.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/EMBRACE_YOURSELF.jpg?v=1760451653,1,Person wearing a pink t-shirt with text and denim shorts on a white background,false,Embrace yourself Oversized Cropped Tee - TacT Lifestyle,"Stay on-trend with the Embrace Yourself Oversized Cropped Tee. Soft, breathable, and effortlessly stylish for streetwear and casual looks.",,,,,,,,,,,,,,adults; teens,,pink,cotton,crew,s; m; l; xl,,female,crop-top,,,,,,kg,,,active
embrace-yourself-oversized-cropped-tee,,,,,,,,,m,,,,,,,,,500.0,shopify,5,deny,manual,640.00,799.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/Z_M-32.jpg?v=1759155855,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
embrace-yourself-oversized-cropped-tee,,,,,,,,,l,,,,,,,,,500.0,shopify,5,deny,manual,640.00,799.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/Z_M-31.jpg?v=1759155855,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
embrace-yourself-oversized-cropped-tee,,,,,,,,,xl,,,,,,,,,500.0,shopify,5,deny,manual,640.00,799.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
enchantment-oversized-tee,Enchantment Oversized Tee,"<p>For the ones who believe in chaos <em data-end=""232"" data-start=""227"">and</em> magic. This oversized tee brings the heat with Pearl linework all over and a bold “Enchantment” graphic that screams main character energy. Comfy, trippy, and lowkey powerful—just like your vibe.<br><br></p>
<ul data-start=""451"" data-end=""606"">
<li data-start=""451"" data-end=""498"">
<p data-start=""453"" data-end=""498"">Cream base with a contrast purple graphic</p>
</li>
<li data-start=""499"" data-end=""530"">
<p data-start=""501"" data-end=""530"">Oversized fit for max chill</p>
</li>
<li data-start=""531"" data-end=""568"">
<p data-start=""533"" data-end=""568"">Silver Pearl-inspired all-over detailing</p>
</li>
<li data-start=""569"" data-end=""589"">
<p data-start=""571"" data-end=""589"">Soft 100% cotton</p>
</li>
<li data-start=""590"" data-end=""606"">
<p data-start=""592"" data-end=""606"">Unisex style<br><br></p>
<article class=""text-token-text-primary w-full focus:outline-none scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:0838d10a-7284-481a-8896-d4d6a43b2164-3"" data-testid=""conversation-turn-8"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] @[37rem]:[--thread-content-margin:--spacing(6)] @[72rem]:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:32rem] @[34rem]:[--thread-content-max-width:40rem] @[64rem]:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""f72415df-4f9f-4899-b740-a985e0a0cbe9"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-5"" data-message-model-slug=""gpt-5"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[3px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<p data-start=""0"" data-end=""103"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""0"" data-end=""16"" data-is-only-node="""">Styling Tip:</strong><br data-start=""16"" data-end=""19"">Rock it with black cargos, chunky kicks, and a chain. Extra cool with purple shades.</p>
</div>
</div>
</div>
</div>
<div class=""flex min-h-[46px] justify-start""><br></div>
<div class=""mt-3 w-full empty:hidden"">
<div class=""text-center""><br></div>
</div>
</div>
</div>
</article>
<div aria-hidden=""true"" data-edge=""true"" class=""pointer-events-none h-px w-px""><br></div>
</li>
</ul>",TacT Lifestyle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,500.0,shopify,2,deny,manual,960.00,1199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/enc1.jpg?v=1755375236,1,Enchantment Oversized Tee TacT Lifestyle,false,Enchantment Oversized Tee - TacT Lifestyle,For the ones who believe in chaos and magic. This oversized tee brings the heat with Pearl linework all over and a bold “Enchantment” graphic that  - TacT Lifestyle,,,adult,,,,,,,,,,'1,adults,,cream; purple,cotton,crew,s; m; l; xl,short,unisex; male,,,,,,,kg,,,active
enchantment-oversized-tee,,,,,,,,,m,,,,,,,,,500.0,shopify,2,deny,manual,960.00,1199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/enc2.jpg?v=1755375518,2,Enchantment Oversized Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
enchantment-oversized-tee,,,,,,,,,l,,,,,,,,,500.0,shopify,2,deny,manual,960.00,1199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/enc4.jpg?v=1755374957,3,Enchantment Oversized Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
enchantment-oversized-tee,,,,,,,,,xl,,,,,,,,,500.0,shopify,2,deny,manual,960.00,1199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/enc3.jpg?v=1755375799,4,Enchantment Oversized Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ghost-of-tsushima-beige,Ghost of Tsushima Oversized Tee (Beige),"<p><span>Legends aren’t born—they're forged. This Beige oversized tee is a tribute to the Ghost himself. Featuring a clean front and a samurai back print with cherry blossom detailing, it’s made for warriors who walk their path.<br><br></span></p>
<ul data-start=""434"" data-end=""565"">
<li data-start=""434"" data-end=""463"">
<p data-start=""436"" data-end=""463"">Front: Minimal logo print</p>
</li>
<li data-start=""464"" data-end=""508"">
<p data-start=""466"" data-end=""508"">Back: Detailed Ghost of Tsushima artwork</p>
</li>
<li data-start=""509"" data-end=""533"">
<p data-start=""511"" data-end=""533"">Oversized street fit</p>
</li>
<li data-start=""534"" data-end=""554"">
<p data-start=""536"" data-end=""554"">Soft 100% cotton</p>
</li>
<li data-start=""555"" data-end=""565"">
<p data-start=""557"" data-end=""565"">Unisex</p>
</li>
</ul>
<p data-start=""567"" data-end=""678""><strong data-start=""567"" data-end=""583"">Styling Tip:</strong><br data-start=""583"" data-end=""586"">Style it with ripped denims, black boots, and a don’t-mess-with-me face. Samurai vibes only.</p>
<p><span><br></span></p>",TacT Lifestyle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,500.0,shopify,2,deny,manual,1200.00,1499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_30.jpg?v=1755619753,1,Ghost of Tsushima Oversized Tee (Beige) TacT Lifestyle,false,Ghost of Tsushima Oversized Tee (Beige) - TacT Lifestyle,Legends aren’t born—they're forged. This Beige oversized tee is a tribute to the Ghost himself. Featuring a clean front and a samurai back print with  - TacT Lifestyle,,,adult,,,,,,,,,,,adults,,beige; black; pink,cotton,crew,s; m; l; xl,short,unisex; male,,,,,,,kg,,,active
ghost-of-tsushima-beige,,,,,,,,,m,,,,,,,,,500.0,shopify,1,deny,manual,1200.00,1499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_29.jpg?v=1755619753,2,Ghost of Tsushima Oversized Tee (Beige) TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ghost-of-tsushima-beige,,,,,,,,,l,,,,,,,,,500.0,shopify,2,deny,manual,1200.00,1499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_31.jpg?v=1755378344,3,Ghost of Tsushima Oversized Tee (Beige) TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ghost-of-tsushima-beige,,,,,,,,,xl,,,,,,,,,500.0,shopify,2,deny,manual,1200.00,1499.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ghost-of-tsushima-cream,Ghost of Tsushima Oversized Tee (Cream),"<p><span>Legends aren’t born—they're forged. This Oversized cream tee is a tribute to the Ghost himself. Featuring a clean front and a samurai back print with cherry blossom detailing, it’s made for warriors who walk their path.</span></p>
<ul data-start=""434"" data-end=""565"">
<li data-start=""434"" data-end=""463"">
<p data-start=""436"" data-end=""463"">Front: Minimal logo print</p>
</li>
<li data-start=""464"" data-end=""508"">
<p data-start=""466"" data-end=""508"">Back: Detailed Ghost of Tsushima artwork</p>
</li>
<li data-start=""509"" data-end=""533"">
<p data-start=""511"" data-end=""533"">Oversized street fit</p>
</li>
<li data-start=""534"" data-end=""554"">
<p data-start=""536"" data-end=""554"">Soft 100% cotton</p>
</li>
<li data-start=""555"" data-end=""565"">
<p data-start=""557"" data-end=""565"">Unisex</p>
</li>
</ul>
<p data-start=""567"" data-end=""678""><strong data-start=""567"" data-end=""583"">Styling Tip:</strong><br data-start=""583"" data-end=""586"">Style it with ripped denims, black boots, and a don’t-mess-with-me face. Samurai vibes only.</p>",TacT Lifestyle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"",Ghostoftsushima,true,Size,s,product.metafields.shopify.size,,,,,,,,500.0,shopify,2,deny,manual,1200.00,1499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_36.jpg?v=1755619733,1,Ghost of Tsushima Oversized Tee (Cream) TacT Lifestyle,false,Ghost of Tsushima Oversized Tee (Cream) - TacT Lifestyle,Legends aren’t born—they're forged. This Oversized cream tee is a tribute to the Ghost himself. Featuring a clean front and a samurai back print with  - TacT Lifestyle,,,adult,,,,,,,,,,,adults,,cream; black; pink,cotton,crew,s; m; l; xl,short,unisex,,,,,,,kg,,,active
ghost-of-tsushima-cream,,,,,,,,,m,,,,,,,,,500.0,shopify,0,deny,manual,1200.00,1499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_38.jpg?v=1755619733,2,Ghost of Tsushima Oversized Tee (Cream) TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ghost-of-tsushima-cream,,,,,,,,,l,,,,,,,,,500.0,shopify,2,deny,manual,1200.00,1499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_39.jpg?v=1755377219,3,Ghost of Tsushima Oversized Tee (Cream) TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ghost-of-tsushima-cream,,,,,,,,,xl,,,,,,,,,500.0,shopify,2,deny,manual,1200.00,1499.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ghost-of-tsushima-oversized-tee,Ghost of Tsushima Oversized Tee (Red),"<p>Legends aren’t born—they're forged. This fire red oversized tee is a tribute to the Ghost himself. Featuring a clean front and a samurai back print with cherry blossom detailing, it’s made for warriors who walk their own path.<br><br></p>
<ul data-start=""434"" data-end=""565"">
<li data-start=""434"" data-end=""463"">
<p data-start=""436"" data-end=""463"">Front: Minimal logo print</p>
</li>
<li data-start=""464"" data-end=""508"">
<p data-start=""466"" data-end=""508"">Back: Detailed Stance Ghost of Tsushima artwork</p>
</li>
<li data-start=""509"" data-end=""533"">
<p data-start=""511"" data-end=""533"">Oversized street fit</p>
</li>
<li data-start=""534"" data-end=""554"">
<p data-start=""536"" data-end=""554"">Soft 100% cotton</p>
</li>
<li data-start=""555"" data-end=""565"">
<p data-start=""557"" data-end=""565"">Unisex</p>
</li>
</ul>
<p data-start=""567"" data-end=""678""><strong data-start=""567"" data-end=""583"">Styling Tip:</strong><br data-start=""583"" data-end=""586"">Style it with ripped denims, black boots, and a don’t-mess-with-me face. Samurai vibes only.</p>",TacT Lifestyle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Color,red,product.metafields.shopify.color-pattern,Size,s,product.metafields.shopify.size,,,,,500.0,shopify,2,deny,manual,1200.00,1499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_34.jpg?v=1755619695,1,Ghost of Tsushima Oversized Tee (Red) TacT Lifestyle,false,Ghost of Tsushima Oversized Tee (Red) ,Legends aren’t born—they're forged. This fire red oversized tee is a tribute to the Ghost himself. Featuring a clean front and a samurai back print  - TacT Lifestyle,,,adult,,,,,,,,,,'1,adults,,red; cream; beige,cotton,crew,s; m; l; xl,short,unisex,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_35.jpg?v=1755376938,kg,,,active
ghost-of-tsushima-oversized-tee,,,,,,,,,red,,,m,,,,,,500.0,shopify,2,deny,manual,1200.00,1499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_32.jpg?v=1755619695,2,Ghost of Tsushima Oversized Tee (Red) TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_35.jpg?v=1755376938,kg,,,
ghost-of-tsushima-oversized-tee,,,,,,,,,red,,,l,,,,,,500.0,shopify,2,deny,manual,1200.00,1499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_35.jpg?v=1755376938,3,Ghost of Tsushima Oversized Tee (Red) TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_35.jpg?v=1755376938,kg,,,
